X,Y,Z,Al_%,Si_%,S_%,K_%,Ca_%,Ti_%,V_%,Mn_%,Fe_%,Ni_%,Cu_%,Zn_%,As_%,Y_%,Sr_%,Zr_%,Pb_%,Rb_%,Bi_%,U_%,Co_%
5.6,0.4,2.439,6.3878,4.9113,0,1.0732,10.4434,0.1814,0.0497,0.5979,0.845,0.0087,0,0.0073,0,0.0122,0.0145,0.0126,0.018,0.0129,0,0.0747,0.0082
5.8,0.4,2.439,8.1465,5.2686,0,1.0411,10.8635,0.0981,0.0629,0.5379,0.7116,0.0094,0,0.0053,0.0026,0.0183,0.0139,0.0197,0,0.0081,0,0.075,0.0027
6,0.4,2.439,0,3.5075,0,1.0101,11.448,0.158,0.0755,0.7926,1.0986,0.0127,0,0.0154,0.0031,0.0067,0.0284,0.0308,0.0099,0.0306,0.0292,0.1188,0.0023
6.2,0.4,2.439,15.2507,4.2477,0.0207,0.9767,11.0765,0.1391,0.055,0.5067,0.632,0,0,0.0055,0.0112,0.0033,0.0181,0.012,0.0073,0.0016,0.0169,0.0915,0.0005
6.4,0.4,2.439,6.3571,4.9039,0,1.0818,11.1378,0.1142,0.0546,0.6222,0.7972,0.0048,0,0.007,0.0023,0.0061,0.0451,0.0229,0.0215,0.017,0.0119,0.0691,0.0036
6.6,0.4,2.439,6.6292,6.022,0.2249,0.9223,11.7085,0.0895,0.0427,0.5359,0.6956,0.0136,0,0.0061,0,0.0117,0.0106,0.0279,0.0135,0.0159,0.0182,0.096,0.0082
6.8,0.4,2.439,11.5621,6.3346,0.0553,0.9368,11.6766,0.1811,0.0401,0.5232,0.6154,0.0026,0,0.0084,0,0.009,0.011,0.0271,0.0078,0.0038,0,0.0806,0.0065
7,0.4,2.439,9.5085,5.4806,0,1.0319,10.923,0.0966,0.0486,0.5371,0.7628,0.0053,0,0.0096,0,0.0077,0.007,0.0255,0.0146,0.0148,0.0218,0.1074,0.0008
7.2,0.4,2.439,5.24,6.0267,0.0811,0.9842,10.6861,0.1409,0.0514,0.6486,0.8257,0,0,0,0.0095,0.023,0,0.0107,0,0.0027,0,0.116,0.0007
7.4,0.4,2.439,12.8297,5.7136,0.1499,0.9846,11.0358,0.105,0.0427,0.4995,0.6774,0.0073,0,0.0037,0.0036,0.0207,0.016,0.0014,0.0135,0.0041,0.0113,0.0232,0.0036
7.6,0.4,2.439,8.1824,4.2524,0.0113,0.9185,12.036,0.113,0.0327,0.5528,0.7188,0.0096,0,0.0096,0.0015,0.0204,0.0527,0.0044,0.0163,0.0055,0.0143,0.211,0.0044
7.8,0.4,2.439,11.5749,6.2726,0.0524,0.9285,10.9004,0.0856,0.029,0.4943,0.6855,0,0,0.006,0.0086,0.0144,0.0234,0.0232,0.0109,0.0123,0.0323,0.0341,0
8,0.4,2.439,5.1255,3.0017,0.144,0.8308,12.221,0.1121,0.0484,0.6243,0.8305,0,0,0.0144,0.0126,0.0272,0.0165,0.0222,0.0121,0.0196,0.038,0.0895,0.0065
8.2,0.4,2.439,13.3702,3.5177,0.0914,0.9508,11.2935,0.1008,0.0283,0.5377,0.6402,0.0054,0,0.0071,0,0.0071,0.011,0.0266,0.0314,0.0059,0.0132,0.0266,0.0011
8.4,0.4,2.439,4.5244,3.5672,0,0.8979,12.0526,0.1063,0.0383,0.617,0.8307,0.0064,0,0.0053,0.02,0.0259,0.0306,0.0489,0.0123,0.0081,0,0.1934,0
8.6,0.4,2.439,6.6269,3.7458,0.3343,1.0194,11.1444,0.1125,0.0384,0.5456,0.8617,0.0062,0.0018,0.0137,0,0.0087,0.0431,0.0283,0.0081,0.007,0,0.0581,0.0008
8.8,0.4,2.439,14.6558,2.126,0.1162,0.8681,11.407,0.1088,0.0339,0.5519,0.6294,0.0027,0,0,0.0038,0,0.0029,0,0,0.0086,0.0153,0.0895,0.0023
9,0.4,2.439,15.8721,0.6099,0.0549,0.8578,11.301,0.1315,0.0285,0.5487,0.6162,0.0078,0.0032,0.0037,0.0017,0.0131,0,0.0276,0.0193,0.0152,0.0178,0.0335,0
9.2,0.4,2.439,2.3476,4.8818,0.0821,0.8289,11.4177,0.1305,0.0238,0.6443,0.7741,0.0131,0,0.0063,0,0.0322,0,0.0288,0,0.0156,0.0276,0,0.0084
9.4,0.4,2.439,0.235,4.3639,0.109,0.9443,11.1844,0.1624,0.0304,0.7095,1.0005,0.0136,0,0,0,0.0073,0.0122,0.0389,0.0063,0.0112,0.0075,0.078,0.005
9.6,0.4,2.439,7.2254,6.2959,0.1668,0.8467,9.8187,0.1079,0.0225,0.513,0.6554,0.0038,0,0,0,0.0201,0.017,0.0129,0.0234,0.0194,0,0.0686,0.0022
9.8,0.4,2.439,4.3597,5.3488,0.047,0.9451,11.357,0.175,0.025,0.5713,0.8202,0.0033,0,0.0057,0.0136,0.0095,0.0287,0.0421,0,0,0.0206,0.0489,0.0008
0,0.6,2.439,14.1124,4.352,1.8355,0.7756,10.3547,0.0887,0.0202,0.4504,0.5933,0,0,0.0074,0.0139,0.015,0.0166,0.0098,0,0.0054,0,0.043,0.0034
0.2,0.6,2.439,6.5976,3.9152,1.7516,0.7243,11.1934,0.0691,0.0356,0.5753,0.6999,0.0071,0.0084,0.0147,0.01,0.0057,0.0164,0.0413,0.0252,0.0225,0.0249,0.0381,0.0219
0.4,0.6,2.439,2.6744,4.2965,1.4039,0.7163,11.6935,0.0912,0.019,0.6114,0.6885,0,0.0023,0.0163,0,0.0187,0.0208,0.042,0.0131,0,0,0.1114,0.0053
0.6,0.6,2.439,0,2.8294,2.1551,0.7728,11.2196,0.1312,0.0325,0.5637,0.8668,0.0072,0.0211,0.0095,0.0044,0.0103,0.0155,0.0083,0.0149,0.017,0.0339,0.0884,0.0032
0.8,0.6,2.439,0,3.0782,2.3952,0.7672,11.3318,0.0955,0.0321,0.6139,0.8068,0.0062,0.009,0.0112,0,0,0.018,0.0074,0.0413,0.0276,0.0416,0.0776,0.0012
1,0.6,2.439,0,2.2537,1.8218,0.7855,11.1807,0.1284,0.0498,0.6634,1.0023,0,0,0.0171,0,0.0126,0.1259,0.023,0.0256,0.0166,0.0231,0.0826,0.0069
1.2,0.6,2.439,0,3.632,1.9449,0.7777,10.6155,0.1195,0.0371,0.5456,1.2071,0,0,0.011,0.0074,0.0283,0.0077,0.0348,0,0.0054,0,0.0383,0.0029
1.4,0.6,2.439,0,3.044,1.7681,0.8204,10.8612,0.1202,0.056,0.6175,0.921,0.0036,0,0.0096,0,0.0176,0.0142,0.0559,0.0219,0.0167,0.0257,0.0549,0.003
1.6,0.6,2.439,6.5613,3.295,1.6482,0.815,10.7279,0.0949,0.0362,0.5035,0.8309,0.0094,0,0.0087,0.0242,0.0203,0.0423,0.0054,0.0099,0.0018,0.0163,0.0547,0.0002
1.8,0.6,2.439,6.2035,2.0939,1.9695,0.6983,10.256,0.1018,0.0464,0.5061,0.6796,0.0053,0.0016,0.0019,0,0.0094,0.0292,0.032,0.0177,0.018,0.0092,0.0636,0.0033
2,0.6,2.439,1.9396,1.7603,1.8515,0.8148,10.9549,0.0962,0.0577,0.5478,0.8877,0.003,0.0038,0.0104,0,0.0362,0.0145,0.0524,0.0111,0.0034,0.0236,0.1104,0.0014
2.2,0.6,2.439,2.5977,1.3981,0.9969,0.7475,12.2878,0.0925,0.0297,0.6638,0.6921,0.0133,0.0043,0.0167,0.0063,0.0524,0.0145,0.0184,0.0474,0.0105,0.0154,0,0
2.4,0.6,2.439,12.1975,2.0983,0.3596,0.843,11.153,0.0784,0.0266,0.5227,0.6106,0.0033,0,0.0078,0,0.0132,0.0103,0.0154,0.0253,0,0.0299,0,0
2.6,0.6,2.439,1.3913,4.0649,1.2705,0.8247,11.5495,0.1191,0.0431,0.5674,0.7752,0.0105,0.0039,0,0,0.0127,0.0318,0.0258,0.0069,0.0198,0,0.0498,0.005
2.8,0.6,2.439,10.5011,4.4904,1.1188,0.7637,11.139,0.0809,0.0322,0.4438,0.5933,0.0107,0,0.0098,0,0,0.0076,0.0237,0.0127,0.0067,0,0.0175,0
3,0.6,2.439,6.8295,7.3484,0.1186,1.07,9.6325,0.1521,0.0846,0.4834,0.839,0.0107,0,0.0072,0.0023,0.0188,0.0296,0.0133,0.0248,0.0013,0.0127,0.0965,0.0019
3.2,0.6,2.439,6.738,1.0613,0.0096,0.8658,11.727,0.1081,0.0334,0.5956,0.7266,0.015,0.0023,0.0076,0.0078,0.0142,0,0.0379,0,0.0108,0.0068,0.079,0.006
3.4,0.6,2.439,8.2749,2.8518,0.0993,0.9927,10.9389,0.0996,0.0356,0.5907,0.7443,0.0037,0,0.0073,0,0,0.032,0.0263,0.0212,0.012,0.0239,0.1026,0.0054
3.6,0.6,2.439,10.2999,3.6893,0.1838,0.828,11.0688,0.0916,0.0356,0.5171,0.6234,0.0043,0,0,0.0084,0,0.0093,0.0024,0.016,0.004,0.022,0.0942,0.0045
3.8,0.6,2.439,10.3841,4.4388,0,0.9698,10.5935,0.0931,0.0394,0.5284,0.668,0.0086,0.0015,0.0062,0,0.0084,0.0094,0.0212,0.019,0.0111,0.0257,0.0616,0.0019
4,0.6,2.439,6.2327,4.1027,0.0841,0.8962,11.2081,0.1062,0.0354,0.5739,0.6766,0.0051,0,0,0,0.0224,0.0167,0.0082,0,0.0082,0,0.0246,0.004
4.2,0.6,2.439,4.8301,5.7262,0.1724,0.9758,10.3637,0.0985,0.0541,0.555,0.811,0.0095,0.002,0.0029,0,0.0221,0.0194,0.0192,0,0.01,0.021,0.0573,0.006
4.4,0.6,2.439,0,3.5173,0.0985,1.1197,9.7371,0.1879,0.0963,0.6987,1.3234,0.0212,0.0089,0.0177,0.0061,0.0307,0.0209,0.0437,0.0108,0.0162,0.0116,0,0.008
4.6,0.6,2.439,4.7796,5.1665,0,1.1545,9.9276,0.1454,0.0768,0.5584,0.8967,0,0.0019,0.0123,0.0072,0.0127,0.0298,0.0491,0.0068,0.0064,0.0066,0.039,0.0024
4.8,0.6,2.439,0,3.7743,0.0363,1.0309,11.1751,0.1705,0.082,0.7923,0.9819,0.0051,0,0,0,0.0346,0.0266,0.0179,0.03,0.021,0.0347,0.0613,0.0011
5,0.6,2.439,7.3546,5.0474,0.0526,1.0245,10.8228,0.1364,0.0721,0.5932,0.7692,0.0108,0,0,0.0181,0.0275,0.0132,0.0206,0.0101,0.0072,0.038,0.1264,0.0056
5.2,0.6,2.439,4.5623,2.028,0,0.8936,11.8336,0.1214,0.0762,0.7128,0.8499,0.0102,0,0.0073,0,0.0392,0.0572,0.0439,0.0233,0.016,0.024,0.1891,0.0107
5.4,0.6,2.439,0.2447,5.42,0.0837,1.1216,10.278,0.161,0.0999,0.678,1.1095,0.0154,0,0,0,0.0149,0,0.0319,0.0227,0.0048,0,0.0917,0
5.6,0.6,2.439,3.0786,2.1476,0,0.8455,12.2736,0.1283,0.052,0.7233,0.7918,0.0075,0,0,0,0.0182,0.0213,0.0056,0,0.0043,0.0355,0.0437,0.0045
5.8,0.6,2.439,0,2.827,0,0.8633,12.2772,0.1551,0.0622,0.7875,0.9125,0.0132,0.0037,0.0196,0,0.0455,0.0149,0.0158,0.0148,0,0.0218,0.1316,0.0074
6,0.6,2.439,8.8328,7.6812,0,1.2344,9.5457,0.1327,0.0644,0.4807,0.7966,0.0029,0.0013,0,0,0.0165,0.0084,0,0.0099,0.0061,0.029,0.0616,0
6.2,0.6,2.439,4.52,3.9412,0.0546,1.1353,10.4585,0.1529,0.083,0.641,0.9028,0.0088,0,0.0092,0,0.0215,0.0077,0.0237,0.0158,0,0.0095,0.0845,0.0011
6.4,0.6,2.439,1.3611,4.5104,0,1.0115,11.2597,0.193,0.0694,0.6976,0.957,0.0067,0,0.0125,0,0.0116,0.0432,0.0124,0,0.0333,0,0.102,0.0033
6.6,0.6,2.439,0,2.4645,0.0747,1.0252,11.5815,0.1723,0.076,0.7381,1.1346,0.013,0,0.0111,0.0121,0,0.0494,0.0145,0,0.008,0,0.2278,0
6.8,0.6,2.439,11.4712,4.1477,0.0284,1.0272,10.7519,0.116,0.0455,0.4962,0.7046,0,0,0.0128,0,0.0048,0.01,0.0217,0.0097,0,0.014,0.0962,0.0043
7,0.6,2.439,5.3753,3.7394,0,0.9615,11.3718,0.1427,0.0415,0.6066,0.9249,0.0032,0.0049,0.0103,0.0051,0.021,0.0153,0.0145,0.0174,0.0105,0.0076,0.0596,0.0009
7.2,0.6,2.439,6.8338,3.7359,0.0385,1.0106,11.2525,0.1445,0.036,0.6063,0.7216,0.004,0.0061,0.0049,0,0.0305,0.0155,0.025,0.0344,0,0.0149,0.105,0.0058
7.4,0.6,2.439,15.3706,6.2765,0,1.0157,10.336,0.1086,0.0341,0.4307,0.6693,0,0,0,0.0036,0.0117,0.0161,0.0166,0.0145,0.0086,0.0081,0.0842,0.0015
7.6,0.6,2.439,9.9139,6.1738,0,0.9424,11.3605,0.0938,0.0351,0.4854,0.6525,0.0031,0,0.0069,0.0121,0.0093,0.0126,0.0186,0,0.0099,0.0107,0.0551,0.0045
7.8,0.6,2.439,17.2303,4.5693,0,0.8624,11.1139,0.1439,0.0216,0.4724,0.5354,0.0065,0,0.0048,0,0.0098,0.0046,0.0111,0,0.0021,0,0.0493,0
8,0.6,2.439,6.5122,3.6661,0.0729,0.7778,11.9297,0.1002,0.0397,0.5935,0.7092,0.0025,0.0039,0,0.0081,0.0143,0.0129,0,0.0069,0.0133,0.0256,0.1316,0
8.2,0.6,2.439,7.2296,3.9448,0,0.8669,11.2589,0.1017,0.0201,0.5495,0.6302,0.0079,0,0.0036,0,0.0129,0.0087,0.0138,0.0161,0.0031,0.0067,0.034,0.0033
8.4,0.6,2.439,11.6062,5.716,0.1858,0.8888,11.3261,0.1011,0.0429,0.4937,0.6329,0.0025,0,0.0039,0.0041,0,0.0082,0.0104,0.0087,0.007,0,0.0912,0
8.6,0.6,2.439,0,1.6884,0.0989,0.8952,12.5229,0.145,0.0426,0.8344,0.9824,0.0173,0,0.0081,0,0,0.0742,0,0.0194,0.0148,0.063,0.2959,0.0093
8.8,0.6,2.439,3.5565,4.8889,0.0831,0.8135,12.172,0.1063,0.0329,0.6444,0.7372,0.0085,0,0.0061,0,0.0249,0,0.0231,0.0249,0.0124,0.0333,0.086,0.0116
9,0.6,2.439,11.0966,5.9562,0.1168,0.8435,11.54,0.0912,0.0261,0.5051,0.6622,0,0,0.0051,0,0.0204,0.0106,0.019,0.009,0.014,0.02,0.0641,0
9.2,0.6,2.439,0,2.8766,0.1331,0.8024,11.394,0.1332,0.0283,0.8371,1.1003,0.0125,0,0.0123,0,0.0239,0.0232,0.0242,0.0117,0,0.0206,0,0.0115
9.4,0.6,2.439,16.0309,4.9677,0.0699,0.9512,10.2368,0.1083,0.0203,0.4577,0.6344,0.0084,0,0.0068,0,0.0291,0.0103,0.0187,0.0053,0.009,0.0148,0.0569,0.0049
9.6,0.6,2.439,10.8357,3.5195,0.1362,0.8816,10.5576,0.0975,0.021,0.5186,0.6611,0.0073,0.0042,0.006,0.0081,0,0.0188,0.0147,0.0277,0.0064,0.0087,0.0603,0.0052
9.8,0.6,2.439,1.6605,6.6823,0,0.8849,10.0345,0.1182,0.0295,0.5453,1.0062,0.0062,0,0.0072,0.0056,0.003,0.0086,0.0168,0,0.0233,0,0.1117,0.0007
0,0.8,2.439,7.919,2.0922,1.9956,0.7262,11.1659,0.0886,0.0175,0.521,0.6597,0.0056,0,0.0084,0,0.016,0.0314,0.0122,0,0.0032,0.0214,0.0863,0.0033
0.2,0.8,2.439,8.9042,2.6723,1.7508,0.7493,10.8559,0.0898,0.0231,0.4619,0.5769,0.0148,0,0.0095,0,0.0141,0.0085,0.0121,0.0257,0.0054,0,0.0975,0
0.4,0.8,2.439,6.4282,1.9645,1.6875,0.6865,11.4445,0.0817,0.0222,0.5185,0.6214,0.0063,0,0.0078,0,0.0268,0.0447,0.0246,0.0095,0.0059,0.0185,0.0881,0.004
0.6,0.8,2.439,9.1488,3.7096,1.934,0.6505,11.2099,0.0699,0.0173,0.4693,0.5536,0.0059,0,0,0.0042,0.018,0.0245,0.0173,0.0049,0,0.0109,0.0431,0
0.8,0.8,2.439,12.2506,3.7323,1.4996,0.7235,10.0172,0.0979,0.0174,0.4283,0.6952,0.0053,0.0047,0.0435,0.0055,0.0053,0.0209,0.0223,0,0.0175,0.0272,0.079,0.0026
1,0.8,2.439,13.5007,4.3576,2.48,0.7067,10.4252,0.096,0.0261,0.4092,0.5284,0.0038,0,0.004,0,0.0112,0,0.0151,0.0193,0.0027,0,0.0158,0.0039
1.2,0.8,2.439,4.8183,4.0473,2.1278,0.6723,9.997,0.1379,0.0453,0.5428,0.7651,0.0078,0,0.0066,0.0129,0.0277,0.0302,0,0,0.0029,0.0192,0.0112,0.0029
1.4,0.8,2.439,7.7267,4.3746,2.0262,0.7704,10.3951,0.0977,0.033,0.4721,0.7229,0.0054,0,0.0108,0.0025,0.017,0.0144,0.0135,0.0216,0,0.0176,0.0496,0.0054
1.6,0.8,2.439,6.9666,3.7005,2.2566,0.7918,10.6731,0.0879,0.0302,0.4601,0.6496,0.0019,0,0.0068,0,0.0099,0.0077,0.0151,0.0165,0,0.0112,0.0698,0.001
1.8,0.8,2.439,5.5262,2.2722,2.2997,0.7598,10.7627,0.1014,0.0454,0.4638,0.6821,0.0089,0,0,0.0013,0.015,0.0345,0.0158,0.0358,0.0097,0.0161,0.106,0.0052
2,0.8,2.439,11.7999,3.0422,0.558,0.8326,10.5777,0.0762,0.0327,0.4642,0.6072,0.008,0,0.0071,0.003,0.0045,0.0151,0.0223,0.0188,0.0138,0.0091,0.0584,0.0023
2.2,0.8,2.439,10.0475,2.4563,1.8273,0.7741,11.0912,0.0661,0.0368,0.4649,0.5851,0.0131,0.0048,0.0036,0,0.0159,0.0128,0.0208,0.0229,0.0026,0,0.0985,0
2.4,0.8,2.439,10.3868,2.3131,1.5984,0.7029,11.306,0.0834,0.0331,0.4687,0.5637,0.0078,0,0,0.0042,0.0066,0.02,0.0255,0,0.0066,0.0171,0.12,0.0076
2.6,0.8,2.439,7.0011,4.4613,1.6084,0.7539,10.523,0.0864,0.0341,0.4561,0.701,0.0132,0,0,0,0.0046,0,0.0125,0.0164,0.006,0.0273,0.0935,0.002
2.8,0.8,2.439,3.8846,2.1326,0.9943,0.7823,11.4335,0.0943,0.0418,0.5555,0.7389,0.0093,0.0033,0,0,0.0188,0.0224,0.0146,0.0233,0.0088,0,0,0
3,0.8,2.439,10.9327,3.9449,0.8624,0.7887,10.8378,0.0771,0.0386,0.4879,0.562,0.0087,0,0.0041,0,0.0086,0.0339,0.0158,0.0189,0.0027,0.0089,0.085,0.0044
3.2,0.8,2.439,1.3365,3.2695,0.5097,0.7119,12.1979,0.0944,0.0412,0.6591,0.6929,0,0,0,0,0.0067,0.0259,0.0204,0.0066,0.0151,0,0.0277,0.0042
3.4,0.8,2.439,9.9008,5.382,0.321,0.9426,10.7103,0.0907,0.0397,0.5155,0.5931,0.0047,0.0055,0.0073,0.0036,0.007,0.0196,0.0215,0.0213,0.0136,0,0.153,0.0009
3.6,0.8,2.439,4.1463,2.5292,0.059,0.9632,11.1682,0.1359,0.0628,0.654,0.8497,0.0119,0,0,0,0.0105,0.0139,0.0241,0.0474,0,0.0309,0.1321,0.0042
3.8,0.8,2.439,12.1935,4.4798,0.0184,1.0514,10.076,0.1112,0.0444,0.4991,0.6581,0.0063,0.0015,0,0.0087,0.0124,0.0074,0.0119,0.0169,0.0096,0.0134,0.0378,0.0035
4,0.8,2.439,13.2843,6.6098,0,1.0392,9.5005,0.1033,0.0502,0.4892,0.701,0.0132,0,0.0049,0.003,0.0106,0.0161,0.0237,0,0.0146,0,0.0597,0.0083
4.2,0.8,2.439,13.9973,5.3974,0.02,1.0908,9.5633,0.1144,0.0584,0.4704,0.6878,0.0065,0.009,0.0058,0,0,0.0181,0.0235,0.048,0.0204,0.0201,0.0477,0.0045
4.4,0.8,2.439,6.2959,3.6777,0,0.9929,10.9031,0.1385,0.0612,0.6242,0.7356,0.0028,0,0.0043,0,0.0269,0.0347,0.0274,0.0206,0,0.0295,0.0687,0
4.6,0.8,2.439,10.5081,5.5739,0,1.0846,10.417,0.1056,0.0595,0.5192,0.6741,0.0033,0,0.0027,0.0072,0.0188,0.0221,0.0184,0,0,0.0149,0.0437,0.0014
4.8,0.8,2.439,10.334,4.3218,0.015,0.9232,10.5637,0.1146,0.0645,0.4958,0.6409,0.0057,0.0021,0.0053,0,0,0.0196,0.0489,0.0185,0.015,0.0386,0.0732,0.0021
5,0.8,2.439,0,4.0687,0.0088,1.0246,11.0597,0.149,0.0925,0.7152,0.9706,0.0147,0,0.0137,0.0058,0.0221,0.0301,0.0185,0,0.0072,0.0197,0.0962,0
5.2,0.8,2.439,3.7125,3.9369,0,0.9316,10.8854,0.1579,0.0714,0.6841,0.8291,0.0122,0,0.0071,0,0.0256,0.0311,0.0281,0.0122,0.0055,0.0335,0.0347,0
5.4,0.8,2.439,5.3277,3.5411,0,0.9062,11.6373,0.1275,0.0695,0.6472,0.7243,0.0065,0,0.0074,0.0173,0.0111,0,0.0313,0.015,0.0096,0,0.0879,0
5.6,0.8,2.439,16.4642,6.7019,0,1.0384,10.1466,0.1002,0.047,0.4462,0.5942,0.0021,0,0,0.0051,0.0026,0.0197,0.0096,0.0071,0.0128,0.0115,0.0868,0.0011
5.8,0.8,2.439,12.4782,4.5374,0,0.8998,11.5015,0.0854,0.0454,0.5231,0.5913,0.0059,0,0.0069,0.0019,0,0.0176,0.0306,0.0163,0.017,0.0152,0.0298,0.0055
6,0.8,2.439,10.1248,6.8719,0,1.1002,9.3526,0.1253,0.067,0.5023,0.762,0.008,0,0.0045,0.0005,0.0105,0.0227,0.0117,0.0246,0.0083,0.0067,0.053,0
6.2,0.8,2.439,0,4.9736,0,1.0285,10.7045,0.154,0.0754,0.6858,1.0672,0.0093,0.0036,0.0076,0,0.0055,0.0246,0.0113,0.0386,0.003,0.0409,0.0992,0.0101
6.4,0.8,2.439,10.7666,6.4048,0,0.9269,10.251,0.3733,0.0609,0.5023,0.7241,0.007,0,0.0137,0,0.0221,0.0131,0.009,0.0214,0.006,0.0276,0.0582,0.0029
6.6,0.8,2.439,11.6059,4.6873,0.1003,0.9733,9.9619,0.9151,0.0508,0.5012,0.6978,0.0042,0,0,0,0.009,0.0098,0.0024,0.0256,0,0.0176,0.0744,0.0029
6.8,0.8,2.439,12.0209,6.9026,0.0551,1.1401,9.6208,0.0995,0.0507,0.4462,0.7185,0,0.0028,0.0077,0.0058,0.0069,0.0178,0.0076,0.008,0,0.0074,0.0413,0.0029
7,0.8,2.439,5.5898,6.0987,0.0998,1.061,10.3334,0.1287,0.0493,0.5209,0.7567,0.0043,0,0.0091,0,0.0042,0.0177,0.0213,0.0102,0.0053,0,0.0503,0.0032
7.2,0.8,2.439,7.558,4.1451,0,0.906,10.7217,0.1237,0.0375,0.532,0.7621,0.0056,0,0.0065,0.0083,0.0164,0.0292,0.0223,0,0,0.0245,0.0475,0.0015
7.4,0.8,2.439,7.3326,3.9419,0,0.8908,11.1135,0.1081,0.033,0.5402,0.7159,0,0,0,0,0.0051,0.0125,0.0117,0.0157,0,0.0173,0.0281,0
7.6,0.8,2.439,5.7085,5.337,0.0513,0.9433,10.4683,0.1561,0.039,0.5783,0.8152,0,0,0.0111,0,0.0064,0.011,0.0274,0.0378,0.016,0.0112,0.0322,0
7.8,0.8,2.439,4.4157,5.0535,0.0161,0.9801,11.1221,0.1332,0.0394,0.5629,0.728,0.0071,0,0.0043,0.0075,0.015,0.0215,0.0157,0,0.0168,0.0184,0.1283,0.0062
8,0.8,2.439,5.2272,3.8315,0.1005,0.9239,11.1739,0.1109,0.0437,0.5763,0.798,0.0075,0.002,0.0061,0.003,0.0244,0.0227,0.0268,0.0134,0,0.0091,0.0921,0.004
8.2,0.8,2.439,7.8994,6.049,0.0809,0.818,8.4898,0.0863,0.0335,0.407,0.6471,0,0.0075,0.0096,0.0208,0,0.0112,0.0124,0,0.0151,0,0.05,0
8.4,0.8,2.439,5.9704,2.0221,0.054,0.8029,11.2591,0.1114,0.0296,0.5921,0.7817,0.0064,0,0,0,0.0076,0.0271,0.0214,0.0148,0.0159,0.017,0.1145,0.0077
8.6,0.8,2.439,11.5842,4.7102,0.1892,0.8137,10.7904,0.0779,0.0313,0.4586,0.6122,0.0042,0,0.0062,0.0057,0.0077,0.0086,0.012,0.0074,0.0085,0.0277,0.0649,0.0023
8.8,0.8,2.439,10.1618,4.9075,0.0662,0.8568,11.2112,0.1007,0.0222,0.5513,0.6193,0.0054,0,0.0023,0,0.0116,0.0199,0.0215,0.0046,0.0025,0.0192,0.1206,0.0019
9,0.8,2.439,4.4067,5.4919,0.2851,0.956,10.7384,0.1179,0.0303,0.5904,0.7634,0.004,0,0.008,0.0096,0.0159,0.0335,0.0172,0,0.0087,0.0071,0.0492,0.0022
9.2,0.8,2.439,9.3339,4.725,0.0459,0.8298,11.1598,0.1395,0.0191,0.5448,0.6489,0.0028,0,0.0107,0.0024,0.0081,0.0054,0.0318,0,0.0107,0.0115,0,0
9.4,0.8,2.439,6.7842,5.0756,0.2142,0.8759,10.7131,0.108,0.0377,0.5337,0.6552,0,0,0.011,0,0,0.0258,0.0177,0.0066,0.0067,0.0155,0.0297,0.0016
9.6,0.8,2.439,4.5779,5.4178,0.1172,0.8507,11.3767,0.1187,0.0378,0.5661,0.7028,0.0032,0,0,0,0,0,0.0112,0.0066,0.0098,0.0174,0,0.0011
9.8,0.8,2.439,0.546,3.7888,0.2301,1.0335,10.8763,0.1549,0.03,0.6683,1.023,0.0033,0,0.0074,0.0026,0.0185,0.0255,0.0268,0.0144,0.0064,0,0.0741,0
0,1,2.439,6.8406,1.1336,1.7541,0.757,10.547,0.1532,0.0192,0.5332,0.7068,0.0044,0,0.0163,0.0054,0.015,0.0219,0.008,0.0235,0.022,0.0449,0.0612,0.0015
0.2,1,2.439,8.9295,2.2529,1.5735,0.6749,11.0264,0.0895,0.0213,0.5072,0.6461,0.0083,0,0.0145,0.0042,0.0276,0.0248,0.0309,0.0081,0.0107,0.0094,0.0871,0.0029
0.4,1,2.439,7.8415,1.3103,1.8683,0.6536,11.2385,0.0897,0.0233,0.5077,0.6075,0.0037,0,0,0.0019,0.0186,0.0284,0.0234,0.0201,0,0,0.0964,0.003
0.6,1,2.439,5.2158,6.3198,1.7388,0.7201,10.7087,0.085,0.027,0.4567,0.6183,0.009,0,0.0092,0,0.0097,0.0145,0.017,0.0175,0.0061,0.0237,0.1239,0.0045
0.8,1,2.439,7.3477,2.867,1.8751,0.6952,10.8599,0.1099,0.0272,0.5186,0.6613,0.0139,0,0.0047,0.0053,0.0142,0.0277,0.0231,0.0046,0.0066,0.0177,0.1032,0.0048
1,1,2.439,8.1637,3.4352,1.5416,0.7003,11.0247,0.0969,0.0268,0.4802,0.5801,0.0043,0,0,0,0.0128,0.0359,0.0186,0.0084,0.0187,0.012,0.0958,0.0012
1.2,1,2.439,0,3.5412,1.4475,0.6454,10.7028,0.0993,0.0347,0.5884,0.7077,0.0073,0,0.0063,0.0141,0.0147,0.0155,0.0044,0.0336,0.0239,0.0269,0.0293,0.0164
1.4,1,2.439,2.6063,4.3308,2.1309,0.7403,10.7226,0.0776,0.0405,0.5509,0.6414,0,0,0.0037,0.0193,0.0186,0.0139,0.0076,0,0,0.0124,0,0.0052
1.6,1,2.439,6.9703,1.5592,1.9187,0.6596,10.7277,0.0883,0.0389,0.4887,0.6941,0.004,0,0.0103,0,0.0267,0.0272,0.0062,0.0201,0.0132,0.01,0.0367,0
