X,Y,Z,Al_%,Si_%,S_%,K_%,Ca_%,Ti_%,V_%,Mn_%,Fe_%,Ni_%,Cu_%,Zn_%,As_%,Y_%,Sr_%,Zr_%,Pb_%,Rb_%,Bi_%,U_%,Co_%
0.8,7.2,2.439,4.0205,7.0013,0.2588,1.0151,5.9538,0.1338,0.0755,0.3792,1.1855,0.0146,0.0015,0.0061,0.0041,0.0163,0.0126,0.0104,0.0213,0.0067,0.01,0.0937,0.0031
1,7.2,2.439,8.8949,6.1012,0.6234,1.118,7.0166,0.1174,0.0837,0.4076,0.7805,0.0087,0,0.004,0,0.0112,0.0223,0.0085,0.0197,0,0.0221,0.1014,0.0051
1.2,7.2,2.439,15.0064,4.727,0.8108,0.94,6.8912,0.0995,0.1099,0.3822,0.6813,0.0175,0.0039,0.004,0.0008,0.0127,0.0191,0.0086,0.0097,0.0029,0,0.0357,0.0027
1.4,7.2,2.439,2.7684,2.6413,0.2329,0.8063,9.9297,0.1024,0.097,0.6532,0.771,0.0122,0,0.0096,0.0075,0.0243,0.0107,0.0052,0.0389,0,0.025,0.081,0.006
1.6,7.2,2.439,8.2793,3.1917,0.6807,0.8079,9.3783,0.0907,0.077,0.4845,0.6217,0.009,0,0.0076,0.0029,0.0266,0.0082,0.0364,0.0077,0.0134,0.0386,0.062,0.0045
1.8,7.2,2.439,1.5541,2.4524,0.658,0.7926,10.0219,0.1332,0.1024,0.7252,0.7528,0.0123,0,0.0049,0.0148,0.0207,0.0167,0.0406,0.0095,0,0.0314,0.0911,0.0045
2,7.2,2.439,1.9918,2.4524,0.1072,0.7791,9.7588,0.1241,0.1215,0.6681,0.7959,0.0193,0,0,0,0.0142,0.0266,0.0274,0.0338,0.0031,0,0.0578,0.0061
2.2,7.2,2.439,3.5449,4.9874,0.1342,0.9049,9.1924,0.1595,0.1044,0.5592,0.6315,0.012,0,0,0.0027,0.0107,0.0273,0.0216,0.0063,0.0142,0.0079,0.0205,0.0079
2.4,7.2,2.439,0,2.8926,0.0948,0.8811,9.8714,0.1335,0.1856,0.7531,0.848,0.0159,0,0.0075,0,0.0158,0.0104,0.0365,0.0258,0,0,0.0695,0.0089
2.6,7.2,2.439,5.5671,3.9679,0.0503,0.8587,9.0306,0.0946,0.1419,0.6021,0.6361,0.0244,0.001,0.0099,0.0028,0.0132,0.018,0.0248,0.0146,0.006,0.014,0.1518,0.0079
2.8,7.2,2.439,5.5852,4.5171,0,0.9151,9.1857,0.1164,0.1569,0.5408,0.6895,0.0153,0,0.0038,0,0.0127,0.0058,0.0319,0.0121,0.0101,0.0094,0.0682,0.0026
3,7.2,2.439,12.7498,3.6078,0,0.9392,8.2026,0.1046,0.1666,0.4574,0.5555,0.0158,0.0008,0.0079,0.0098,0.0027,0.0032,0.016,0.0024,0.0038,0.0046,0.0462,0.0015
3.2,7.2,2.439,0,4.3152,0.0734,0.8537,9.8712,0.1189,0.2368,0.6534,0.866,0.0249,0.0051,0.0093,0,0.0256,0.0347,0.0255,0.0329,0,0,0.1021,0.0041
3.4,7.2,2.439,10.4583,4.5516,0,0.9008,8.6028,0.0951,0.2105,0.4757,0.5746,0.0206,0,0,0.0111,0.0185,0.0376,0.0231,0.0179,0,0.0126,0.0393,0.0064
3.6,7.2,2.439,4.9537,3.583,0.0628,0.8652,8.9219,0.1162,0.2566,0.5674,0.7329,0.0239,0,0.0026,0.0063,0.0083,0.0174,0.0049,0.0191,0.0015,0.0173,0.0442,0.0051
3.8,7.2,2.439,5.2472,5.4627,0,0.9218,8.6564,0.0964,0.2728,0.5371,0.6531,0.0225,0,0.0028,0.01,0,0.012,0.0024,0.0124,0.011,0.0114,0,0.0069
4,7.2,2.439,5.717,4.1547,0.0124,0.8968,8.6367,0.1161,0.271,0.5364,0.6531,0.0254,0,0,0.0124,0.0212,0.0172,0.0126,0,0.0042,0.0128,0.0585,0.0099
4.2,7.2,2.439,0,4.3511,0,1.0528,8.7023,0.1572,0.3692,0.6489,1.0091,0.0462,0.0047,0.0065,0.0167,0.0313,0.0588,0,0.0118,0.009,0.0331,0.2175,0.0122
4.4,7.2,2.439,13.5391,5.0492,0,0.8964,7.5732,0.0955,0.1989,0.3971,0.6129,0.0191,0,0.0063,0.0032,0.004,0.0055,0.0102,0.0139,0.0097,0.0159,0.049,0.0044
4.6,7.2,2.439,4.5142,2.2458,0.067,0.8396,9.3314,0.1158,0.2294,0.588,0.7464,0.0345,0.0072,0.012,0.0071,0.0134,0.0275,0.0163,0.0332,0.003,0.0319,0.1324,0.0037
4.8,7.2,2.439,5.2184,4.4691,0.0603,0.927,8.1483,0.107,0.2552,0.5299,0.7635,0.0296,0.0032,0.018,0.0057,0.0279,0.0099,0.0228,0.0283,0.0076,0.0317,0.0394,0.0105
5,7.2,2.439,8.3844,2.5649,0.0862,0.9169,9.1412,0.1058,0.2038,0.508,0.6058,0.0304,0,0.0087,0.0003,0,0.0199,0.0193,0.0223,0.0102,0.0122,0.0884,0.0101
5.2,7.2,2.439,6.9308,3.0906,0.1455,0.9198,9.3888,0.0962,0.1313,0.5044,0.6499,0.0181,0,0,0.0079,0.0152,0.0118,0.0234,0.0142,0.0089,0,0.1278,0.0031
5.4,7.2,2.439,0,1.8046,0.5999,0.918,9.4921,0.1352,0.1984,0.6835,1.0095,0.0273,0.0035,0.005,0.0379,0.0262,0.034,0.0647,0.0108,0.0084,0.0211,0.1575,0.0013
5.6,7.2,2.439,5.8209,2.4064,0.9067,0.8007,9.492,0.1226,0.129,0.5146,0.6114,0.0092,0,0.0116,0.0109,0,0.0211,0.0207,0.0184,0.0099,0.0078,0.049,0.0055
5.8,7.2,2.439,14.4781,4.6286,0.5797,0.8434,8.9239,0.0797,0.0778,0.4115,0.5682,0.0118,0.0021,0.0065,0.0072,0.0165,0.0161,0.0132,0.0204,0.0029,0.0138,0.0544,0.004
6,7.2,2.439,12.0685,4.5828,0.3215,0.8423,9.0405,0.0917,0.0564,0.4517,0.5813,0.0153,0.0031,0.0063,0.0081,0,0.0191,0.0112,0.0192,0.0078,0.0254,0.0712,0.0038
6.2,7.2,2.439,0,4.4779,0.3044,0.948,8.2456,0.1262,0.0844,0.665,0.9981,0.0178,0.0086,0.01,0.0123,0.0293,0.0213,0.0082,0,0,0.0124,0.1297,0.0024
6.4,7.2,2.439,3.9445,3.7444,0.0716,0.9622,8.2334,0.1318,0.0582,0.5539,0.825,0.0108,0,0.011,0,0.0218,0.0323,0.033,0.0321,0.0031,0.0305,0.1239,0.0021
6.6,7.2,2.439,0,4.8405,0.416,1.1247,7.341,0.1749,0.0946,0.5229,1.2977,0.0211,0.004,0.0131,0.007,0.0102,0.0159,0.0551,0.0166,0.0137,0.0117,0.183,0.0037
6.8,7.2,2.439,5.8723,5.0812,0.0832,0.9658,8.696,0.108,0.0586,0.4445,0.7194,0.0138,0,0.0075,0.0039,0.0026,0.0058,0.0168,0.0196,0.0071,0.0112,0.0677,0.0056
7,7.2,2.439,0,3.1727,0.1754,1.0465,8.5891,0.1541,0.0658,0.617,1.1487,0.0039,0.0051,0.0123,0,0.0138,0.0372,0.0357,0.0079,0,0.0198,0.1324,0.0037
7.2,7.2,2.439,3.355,6.0476,0,1.1619,7.2056,0.2173,0.0653,0.437,0.9792,0.0085,0.002,0.0054,0.0185,0.0044,0.0104,0.0185,0,0.008,0.0087,0.0505,0.0037
7.4,7.2,2.439,8.7203,5.6922,0.0551,1.0348,7.7043,0.1337,0.0366,0.4635,0.7779,0.0091,0.002,0,0,0.0106,0.0107,0.0183,0.0108,0.0108,0,0.077,0.0031
7.6,7.2,2.439,18.9699,4.8076,0.1381,0.8891,5.9842,0.0843,0.03,0.4199,0.7928,0.0052,0,0.0043,0,0.0138,0.0108,0.0192,0.0086,0.0039,0.0067,0.0808,0.0013
7.8,7.2,2.439,3.9956,3.096,0,0.8873,9.2989,0.2316,0.0323,0.6696,0.7951,0.0043,0,0.0047,0,0.0101,0.0227,0.0242,0,0.0095,0.0104,0.0181,0.002
8,7.2,2.439,1.8069,5.4238,0.1235,1.0451,8.8186,0.1206,0.0343,0.6196,0.798,0.0085,0,0.0035,0,0.0167,0.0105,0.0357,0.0141,0.0076,0.0281,0.023,0.0048
8.2,7.2,2.439,0.0926,1.891,0.6133,0.8253,9.8069,0.1271,0.0347,0.646,0.8361,0.0106,0,0.0062,0.0066,0.0044,0.0351,0.0312,0,0.0147,0.0084,0.0765,0.0117
8.4,7.2,2.439,1.561,2.2961,0.7693,0.8751,9.7609,0.1211,0.0307,0.5772,0.7933,0.0064,0.0031,0.0032,0.0089,0.0192,0.0254,0.0143,0.0075,0.0071,0.022,0.12,0.0008
8.6,7.2,2.439,7.5193,3.2123,0.7273,0.9067,9.4597,0.078,0.027,0.4583,0.5962,0.0069,0,0.0038,0.0116,0,0.0229,0.0136,0.0133,0.0023,0.0112,0.1087,0.0024
8.8,7.2,2.439,6.546,4.3348,0.6378,0.7321,9.5976,0.0742,0.0262,0.4612,0.5687,0.0103,0,0.0051,0,0,0.0289,0.0051,0.013,0.0097,0.0111,0.0878,0
9,7.2,2.439,0,2.6957,0.686,0.7686,10.0703,0.1262,0.0261,0.5825,0.8286,0.0029,0,0,0.0057,0.0125,0.0189,0.05,0.0166,0.0085,0.0319,0.0945,0.0067
9.2,7.2,2.439,12.2437,3.689,0.6925,0.7719,9.2338,0.0866,0.0159,0.4246,0.5448,0.0024,0.0015,0.004,0.0085,0.0202,0.0091,0.0101,0.0098,0.005,0.0056,0.0588,0
9.4,7.2,2.439,6.4,4.3189,1.1758,0.7591,9.2822,0.1829,0.0153,0.4199,0.6013,0.0025,0,0.0093,0.0059,0.0172,0.023,0.0226,0,0.0159,0.0264,0.0543,0.0061
9.6,7.2,2.439,8.4853,3.193,0.8691,0.7459,9.4419,0.0958,0.0237,0.4828,0.5651,0.0051,0,0.005,0,0.0023,0.0271,0.0119,0.0136,0.0154,0.0106,0.0365,0.0046
9.8,7.2,2.439,4.9754,2.8089,0.7869,0.6699,10.3058,0.0812,0.0157,0.5067,0.6046,0.0048,0,0.0121,0.0024,0.0112,0.0265,0,0.0159,0.0134,0.0263,0.1004,0.0047
0,7.4,2.439,5.9371,3.731,2.3634,0.6825,8.6967,0.0946,0.0449,0.3752,0.6192,0.011,0,0.0034,0.0049,0.0162,0.0252,0.0113,0.0178,0.0088,0.0278,0.0216,0.0031
0.2,7.4,2.439,15.1847,4.3199,2.0495,0.6693,8.3366,0.0674,0.0448,0.263,0.555,0.004,0,0.0119,0.0073,0.0122,0.0083,0.0341,0.0075,0.0022,0,0.071,0.0022
0.4,7.4,2.439,3.5043,4.377,1.7848,0.8139,9.2965,0.0753,0.0507,0.432,0.6312,0.0044,0,0,0.0011,0.009,0.028,0.0139,0.0196,0.0084,0.0128,0.0298,0.0056
0.6,7.4,2.439,4.5065,4.0613,0.7557,0.976,7.0546,0.1136,0.0885,0.3849,0.8448,0.0088,0,0,0,0.0175,0.0129,0,0.0224,0.0041,0.011,0.0682,0.0005
0.8,7.4,2.439,0,3.3576,0.2444,1.0753,7.4026,0.143,0.0883,0.5765,1.1172,0.0093,0,0.0146,0.0066,0.0081,0.0206,0.0155,0.0153,0.0134,0.0162,0.096,0.0041
1,7.4,2.439,8.4041,3.0168,0.7629,0.9249,7.9949,0.1194,0.0765,0.4777,0.7412,0.0127,0.0046,0.01,0.0105,0.01,0.0191,0.02,0,0.0149,0.0097,0.0319,0.0003
1.2,7.4,2.439,5.9614,3.6036,1.0433,0.9308,8.4794,0.1096,0.0983,0.5126,0.7191,0.01,0.0062,0.0102,0.0085,0.0136,0.0165,0.0167,0.0088,0,0,0.1038,0.0031
1.4,7.4,2.439,6.4279,3.2677,0.3745,0.7943,9.5348,0.0926,0.0826,0.5771,0.622,0.0143,0,0.0096,0.0059,0.0094,0.0066,0.0104,0.0192,0.0056,0.0074,0.0321,0.0023
1.6,7.4,2.439,2.3164,2.4744,0.4571,0.8476,9.7044,0.1356,0.0736,0.6582,0.8068,0.0169,0,0.0072,0.015,0.0203,0.0297,0.0397,0.026,0,0.0173,0,0
1.8,7.4,2.439,11.3139,2.3995,0.3742,0.9184,8.58,0.09,0.0909,0.4868,0.6525,0.0061,0,0,0,0.0048,0.0139,0.0254,0.0132,0.0141,0.0231,0.061,0.0058
2,7.4,2.439,10.6174,5.8097,0.1869,0.801,9.5808,0.0947,0.0833,0.464,0.5423,0.0089,0,0.0064,0.0035,0.0129,0.0102,0.0232,0,0.0066,0.0149,0.0217,0.0044
2.2,7.4,2.439,8.0295,3.9293,0.0767,0.8139,9.5619,0.0911,0.1133,0.5119,0.5743,0.0137,0,0.0099,0.007,0.0092,0.0175,0.0131,0,0.0132,0.0149,0.0562,0.0032
2.4,7.4,2.439,9.1681,2.205,0.06,0.8778,9.253,0.0855,0.1232,0.5585,0.6225,0.021,0.0015,0.0092,0.0006,0.0078,0.0118,0.0279,0.0125,0.0034,0,0.0626,0.0054
2.6,7.4,2.439,0,2.4323,0.0044,0.771,9.9988,0.1539,0.1618,0.8016,0.8631,0.0175,0.0048,0.0105,0,0.0076,0,0.0313,0.0354,0.0032,0,0.065,0.0103
2.8,7.4,2.439,6.444,3.6547,0.0277,0.8334,9.6864,0.1173,0.1209,0.5624,0.588,0.0203,0,0,0.0149,0.0251,0.0232,0.0097,0,0.0026,0.028,0.1378,0.0031
3,7.4,2.439,9.6266,3.7973,0,0.8968,8.7357,0.1028,0.1624,0.5018,0.6373,0.0125,0.0025,0.0107,0.0085,0.0146,0.0272,0.0074,0.0079,0.0018,0.0105,0.0743,0.0012
3.2,7.4,2.439,8.2875,3.4263,0.0266,0.8435,9.0343,0.094,0.1726,0.5155,0.6523,0.0151,0,0.0071,0.0045,0.0083,0.0197,0.007,0.0241,0.0101,0,0.0491,0.0049
3.4,7.4,2.439,21.9356,3.7739,0.0893,0.7249,8.8436,0.0962,0.1142,0.3974,0.4636,0.0085,0,0.0025,0,0.0102,0.0097,0.0204,0.0161,0.006,0.0189,0.0427,0.002
3.6,7.4,2.439,11.6943,6.6201,0,0.9648,7.8684,0.0995,0.1495,0.4215,0.5913,0.0136,0,0.005,0.0067,0.0049,0.0039,0.0024,0.0034,0.0077,0.0072,0.0791,0.0071
3.8,7.4,2.439,11.1017,4.1593,0.1494,0.8417,8.5643,0.1077,0.1837,0.4564,0.5706,0.0251,0.0024,0,0.0091,0.0169,0.0234,0.0103,0,0.0067,0.0062,0.0326,0.007
4,7.4,2.439,0,4.1022,0,0.8356,8.7776,0.1279,0.2583,0.6235,0.9384,0.0362,0,0.0117,0.0253,0.0141,0.0244,0.0505,0,0.0045,0.028,0.0567,0.0076
4.2,7.4,2.439,5.3853,4.9592,0.0104,0.8413,9.0565,0.097,0.196,0.5222,0.6343,0.0214,0,0.004,0,0.0098,0.0107,0.0051,0.0367,0.0021,0,0,0.007
4.4,7.4,2.439,11.1699,4.1302,0.0315,0.8922,8.0815,0.0929,0.1574,0.4284,0.6508,0.0237,0,0,0.003,0.0106,0.0033,0.01,0.0123,0,0,0.0398,0.0056
4.6,7.4,2.439,0,3.8083,0.3798,0.8737,9.6495,0.1087,0.1838,0.6298,0.8193,0.0237,0,0.015,0.0193,0.0045,0.0268,0.015,0.0088,0.0018,0.0257,0.1106,0.0035
4.8,7.4,2.439,1.8693,3.1441,0.2767,0.7986,9.1888,0.1362,0.2025,0.6016,0.8228,0.0246,0,0.0143,0,0.02,0.0171,0.0432,0.0278,0.0138,0.0262,0.1394,0.0161
5,7.4,2.439,0,2.0403,0.3436,0.8733,10.0168,0.1361,0.2389,0.7051,0.8295,0.0257,0,0.0038,0.0248,0.0465,0.0205,0.0413,0.0329,0.0041,0.0113,0.041,0.0113
5.2,7.4,2.439,4.599,2.0668,0.3435,0.8363,9.1115,0.1105,0.1614,0.5684,0.6874,0.0232,0.0094,0.0075,0.0136,0.0128,0.0187,0.0198,0,0.0184,0,0,0.0049
5.4,7.4,2.439,1.4486,4.4761,0.7155,0.8615,9.7616,0.0966,0.107,0.604,0.6791,0.0096,0,0.0053,0,0.0132,0.0083,0.0321,0.0355,0.011,0.0228,0.0512,0.0065
5.6,7.4,2.439,0,5.2171,1.0562,0.8554,9.6853,0.0956,0.1099,0.566,0.7702,0.0219,0,0,0.0159,0,0.0188,0.0197,0,0.0083,0.021,0.1598,0.0031
5.8,7.4,2.439,6.1016,4.0721,0.6452,0.8788,8.9476,0.1102,0.0859,0.567,0.7554,0.0139,0,0.0062,0.01,0.0179,0.0085,0.034,0.015,0.014,0.0375,0.0667,0.001
6,7.4,2.439,10.9463,4.2207,1.115,0.7144,7.3477,0.0883,0.0494,0.327,0.6025,0.0054,0.0032,0.0016,0.004,0.0054,0.0149,0.0087,0.01,0.0091,0.0027,0.0173,0.0035
6.2,7.4,2.439,7.7162,4.3406,0.0954,0.868,7.8441,0.1025,0.0471,0.4067,0.6576,0.0037,0.0023,0.0051,0.0129,0.0079,0.023,0,0,0.0112,0.0182,0.0633,0.0124
6.4,7.4,2.439,2.284,2.7771,0.2764,0.8932,9.4114,0.1573,0.0738,0.6551,0.7968,0.0241,0,0,0,0.0572,0.0107,0.0405,0.0217,0,0.013,0.0371,0.0091
6.6,7.4,2.439,13.942,5.5156,0.479,1.0338,7.7381,0.1059,0.0415,0.3978,0.5989,0.0126,0.0026,0.0036,0.0075,0.0085,0.0133,0.0183,0.0053,0.0073,0.0103,0.0116,0.0037
6.8,7.4,2.439,0,2.5858,0.2869,0.9863,9.1752,0.1989,0.0549,0.6159,0.9322,0.0101,0,0.0076,0.0032,0.0377,0.0271,0.0433,0.0226,0.0145,0.0166,0.0804,0.0073
7,7.4,2.439,1.5345,4.4979,0.0913,0.8352,8.9057,0.1295,0.0473,0.6399,0.8746,0.0069,0,0.0062,0,0.002,0.0192,0.0379,0,0.0036,0.0086,0.0653,0
7.2,7.4,2.439,6.1563,5.1557,0,1.0813,7.5321,0.1248,0.0514,0.6169,0.9519,0.0099,0.0054,0.0135,0,0,0.012,0.0112,0.0163,0.0032,0.0124,0.1161,0.0054
7.4,7.4,2.439,2.4803,5.3212,0.0549,1.1781,6.4257,0.1697,0.0445,0.5398,1.4463,0.0071,0,0.0039,0.0077,0.0249,0.0244,0.0129,0.0078,0.0119,0,0.1201,0.0079
7.6,7.4,2.439,0,5.6581,0.0977,0.6516,5.5815,0.1134,0.019,0.7476,1.4447,0.0087,0,0.0275,0,0.0152,0.0108,0.0351,0.0372,0.0053,0.0293,0.0193,0.0073
7.8,7.4,2.439,5.503,3.7258,0.2601,0.8817,8.396,0.1,0.0298,0.6217,0.963,0.0051,0.0023,0.0033,0.0019,0.0084,0.0154,0.0234,0.0315,0.0084,0.023,0.0672,0
8,7.4,2.439,9.4625,5.4653,0.2582,0.9685,8.3591,0.0967,0.0243,0.4456,0.6565,0.0124,0.005,0.0026,0.0036,0.0087,0.0042,0.0184,0.0148,0.0009,0.018,0.0634,0.0032
8.2,7.4,2.439,10.7225,4.7929,0.3546,1.0503,7.5367,0.1143,0.0222,0.3832,0.6819,0.002,0,0.0051,0.0052,0.0062,0.0204,0.0172,0,0,0.0135,0.0464,0.0007
8.4,7.4,2.439,2.1296,3.9793,0.7114,0.7963,9.5437,0.1314,0.0302,0.52,0.7477,0.0076,0.0089,0.0034,0.01,0.0225,0.0038,0.0172,0.017,0,0.0161,0.0678,0.004
8.6,7.4,2.439,12.0814,2.7823,0.6943,0.7137,9.8098,0.0787,0.0207,0.417,0.5116,0.0033,0.0022,0,0,0.0189,0.0066,0.0151,0.0074,0,0.0066,0.0385,0.002
8.8,7.4,2.439,4.583,2.3473,0.9428,0.594,10.7637,0.0832,0.0192,0.5397,0.6186,0.01,0,0.011,0,0.0225,0.0294,0.0348,0.0108,0.0074,0.0164,0.1676,0.0061
9,7.4,2.439,8.2702,2.9643,0.9424,0.6954,9.6005,0.121,0.0213,0.4481,0.5635,0.0067,0,0,0.0078,0.0129,0.0063,0.0254,0,0.0082,0.0144,0.0556,0
9.2,7.4,2.439,3.0344,2.8875,0.9797,0.8089,10.0264,0.144,0.0194,0.5463,0.6972,0.003,0.007,0.0051,0.0171,0.0173,0.0251,0.0046,0.0336,0.0161,0.0292,0.1227,0.0058
9.4,7.4,2.439,4.5223,3.3897,0.7487,0.7331,9.3547,0.1011,0.0189,0.4775,0.6021,0.0016,0.0015,0.0044,0.003,0.0033,0,0.0212,0,0,0.005,0.035,0.0007
9.6,7.4,2.439,5.4118,1.3528,0.9376,0.6204,10.1509,0.0695,0.0154,0.5298,0.6177,0.0022,0.002,0.0095,0.0039,0.0079,0.0213,0.0107,0,0.0197,0.0141,0.0544,0.0051
9.8,7.4,2.439,6.6851,2.2808,1.1871,0.5922,10.423,0.0878,0.0204,0.4852,0.5397,0,0,0.0037,0.004,0.0233,0.0139,0.018,0,0.0212,0.0297,0.0944,0.0008
0,7.6,2.439,1.3274,3.5008,1.8245,0.6928,8.8815,0.11,0.0523,0.4817,0.7838,0.0043,0,0.0054,0,0.024,0.0255,0.0365,0.0142,0,0.0095,0.1081,0
0.2,7.6,2.439,2.2115,0.8419,2.34,0.6999,8.7435,0.0853,0.0649,0.409,0.8011,0.0076,0,0,0.0042,0.0262,0.0033,0.0186,0.0429,0.0143,0.01,0.1159,0.0011
0.4,7.6,2.439,19.9399,4.8424,2.2788,0.8696,7.1744,0.1265,0.0654,0.2812,0.5928,0.0108,0,0,0.0071,0.0105,0.0225,0.013,0,0,0,0.0355,0.0025
0.6,7.6,2.439,13.64,5.9308,0.751,1.0317,5.4998,0.1466,0.066,0.2843,0.8082,0.0066,0,0.0042,0.0025,0.0102,0.0174,0.0122,0.008,0.0007,0.0051,0.1177,0
0.8,7.6,2.439,5.9571,3.8879,1.615,0.9347,7.9756,0.1053,0.0733,0.454,0.6922,0.0093,0.0028,0.0114,0,0.012,0.014,0.0255,0.029,0.0062,0,0.0579,0
1,7.6,2.439,18.6553,2.4825,0.9945,0.8783,8.6228,0.0806,0.0567,0.369,0.4946,0.009,0.002,0.0072,0.004,0.016,0.0116,0.015,0,0.0152,0,0.0459,0.0035
1.2,7.6,2.439,6.3945,2.0012,0.9539,0.8385,9.127,0.1047,0.091,0.5474,0.6566,0.0136,0,0.0042,0.0032,0.0075,0.0177,0.0098,0.0162,0.014,0.0344,0.1113,0.0044
1.4,7.6,2.439,4.2272,3.9023,0.5618,0.8233,9.8262,0.0867,0.0606,0.5842,0.6605,0.006,0.0023,0.0084,0,0.0342,0.0197,0.0279,0.0346,0.0017,0.0198,0.0937,0.0035
1.6,7.6,2.439,4.2524,1.3421,1.0909,0.6852,9.9437,0.0945,0.0727,0.5969,0.6417,0.0088,0,0,0.0079,0.0249,0.0177,0.015,0.0177,0,0,0.0351,0.007
1.8,7.6,2.439,3.4602,3.0021,0.8054,0.7655,9.8753,0.1159,0.0973,0.5666,0.6637,0.011,0,0.0048,0,0.0173,0,0.0324,0.0331,0,0.0347,0.085,0.0008
2,7.6,2.439,3.6482,3.1935,0.3747,0.9364,9.6275,0.1188,0.0988,0.5647,0.675,0.0114,0,0.0083,0,0.0267,0.0097,0.0156,0.0272,0.022,0.0159,0.0859,0.0037
2.2,7.6,2.439,11.4933,4.1134,0.2451,0.8186,8.7027,0.1138,0.0748,0.4416,0.6414,0.011,0,0.0047,0.01,0.0114,0.0052,0.018,0,0.0099,0.0074,0.0441,0
2.4,7.6,2.439,4.0256,3.2584,0.0375,0.8851,9.3969,0.1338,0.145,0.6123,0.678,0.0215,0,0.0048,0.0029,0.029,0.0181,0.0458,0.0063,0,0.0296,0.0631,0.0033
2.6,7.6,2.439,0,2.8549,0.1184,0.8849,9.1393,0.1381,0.1269,0.6927,0.8844,0.008,0,0.0091,0.0085,0.0271,0.0148,0.0397,0.0269,0.0159,0,0.0463,0.0043
2.8,7.6,2.439,9.7977,6.001,0.3723,0.8844,9.2314,0.0925,0.0594,0.4427,0.4756,0.0068,0,0,0,0,0.0101,0.0053,0.0113,0.0095,0,0.0323,0.0035
3,7.6,2.439,6.1406,4.3144,0.1746,0.7616,9.3424,0.0939,0.1223,0.5282,0.6027,0.0052,0,0.0065,0.0018,0.0127,0.0264,0.0137,0.0307,0.0061,0.0218,0.0755,0.0021
3.2,7.6,2.439,0.9962,3.3328,0.3103,0.8118,9.5312,0.1197,0.1698,0.6575,0.8002,0.023,0,0.0101,0.0205,0.0059,0.0463,0.0333,0.0104,0.0214,0.0219,0.1368,0.0095
3.4,7.6,2.439,0,4.805,0.2637,0.8663,9.0938,0.1262,0.17,0.6423,0.8262,0.0254,0.0032,0.0147,0.0239,0.001,0.0194,0.0053,0,0.0229,0.0263,0.1183,0.007
3.6,7.6,2.439,4.8809,2.081,0.4286,0.8068,8.8634,0.1191,0.1253,0.549,0.7171,0.0271,0.0092,0.0295,0,0.0176,0.022,0.0226,0.0295,0.0266,0.0116,0.1266,0.0062
3.8,7.6,2.439,10.4308,5.2725,0.4288,0.7914,8.1943,0.0979,0.1706,0.4317,0.5658,0.0223,0,0.0042,0.0075,0.0102,0.0213,0.0082,0.0128,0.0019,0,0.0657,0.0066
4,7.6,2.439,6.7777,5.0147,0.5003,0.7436,8.2834,0.1042,0.1494,0.4347,0.6031,0.0261,0,0.0024,0.0043,0.0088,0,0.0342,0,0.0039,0,0.0315,0.0054
4.2,7.6,2.439,0,3.5756,0.5724,0.7518,9.7058,0.1086,0.1603,0.5924,0.7938,0.0228,0,0.0109,0.0078,0.0415,0.0219,0.0372,0.031,0.0234,0.0387,0.0985,0.0033
4.4,7.6,2.439,0,1.5934,0.7592,0.7093,9.7512,0.1173,0.1548,0.628,1.1219,0.0193,0.0028,0.0091,0,0.0188,0.0338,0.0376,0.0277,0.0021,0.029,0.1958,0.0063
4.6,7.6,2.439,2.7046,5.0549,0.5382,0.7504,8.54,0.0999,0.1125,0.4641,0.6152,0.019,0,0.0127,0.0121,0.0179,0.0167,0.0186,0,0.0131,0,0.0889,0.002
4.8,7.6,2.439,7.4067,3.5084,0.4619,0.6245,9.8637,0.0749,0.0998,0.4633,0.5582,0.0106,0,0.0094,0.0129,0.0137,0.0202,0.0205,0.0183,0.0026,0.0094,0.1141,0.003
5,7.6,2.439,9.4832,3.5099,1.158,0.7971,8.9698,0.0986,0.116,0.4366,0.6372,0.0136,0.0047,0.0055,0.0078,0.0082,0.0335,0.0134,0.0359,0.0039,0.036,0.0497,0.0079
5.2,7.6,2.439,6.4554,2.6141,0.8106,0.8569,8.9726,0.1061,0.0982,0.5178,0.6227,0.0198,0,0.0031,0.0114,0.0121,0.0148,0.032,0.0096,0.0153,0.0108,0.014,0.0028
5.4,7.6,2.439,11.3778,4.0251,0.9753,0.8783,8.6324,0.0812,0.0791,0.4096,0.5445,0.0143,0.0027,0,0,0.01,0.0188,0.0111,0.0175,0,0.0101,0.0055,0.0027
5.6,7.6,2.439,12.2119,4.1759,0.6604,0.7934,9.2742,0.1066,0.0664,0.4597,0.5421,0.0069,0,0.0055,0.0039,0.0168,0.0039,0.0245,0.0063,0.0027,0.0182,0.033,0
5.8,7.6,2.439,2.9731,4.3281,3.0589,0.5705,8.0059,0.0811,0.037,0.3599,0.502,0.0065,0.002,0.0014,0.0048,0,0.0268,0.0082,0.0069,0.0046,0.0115,0.0457,0.0032
6,7.6,2.439,8.6297,5.6696,1.5191,0.4818,9.1325,0.0589,0.0257,0.9248,0.5156,0.0042,0.0095,0.0067,0.0034,0.0169,0.0312,0.0192,0,0.006,0.0104,0.0781,0
6.2,7.6,2.439,11.0314,6.6364,0.5156,0.8166,8.2467,0.1108,0.0494,0.4277,0.6007,0.0076,0.0014,0.0048,0,0.0175,0.0262,0.0114,0.0059,0.0027,0.0066,0.0624,0.0048
