X,Y_c,Z,Al,Si,S,K,Ca,Ti,V,Mn,Fe,Ni,Cu,Zn,As,Y,Sr,Zr,Pb,Rb,Bi,U,Co,La,Ce,maxElement,minElement,maxValue,minValue
5.099,2.9,0,20.2917,10.548,0.0,1.918,19.1625,0.3039,1.3885,0.6642,1.5732,0.0,0.0533,0.0426,0.724,0.0588,0.0368,0.0849,0.0265,0.0,0.0,0.1213,0.035,0.0053,0.0,Al,S,20.2917,0.0
5.199,2.9,0,31.8836,14.8754,0.0,1.8978,15.8693,0.163,1.5297,0.5275,1.3224,0.0,0.035,0.0228,0.6189,0.027,0.0456,0.0822,0.0431,0.0182,0.0591,0.2828,0.0358,0.0,0.0,Al,S,31.8836,0.0
5.299,2.9,0,29.9944,14.5291,0.0,1.75,15.6852,0.1828,2.4635,0.5524,1.2654,0.0183,0.0698,0.0255,0.7533,0.0095,0.029,0.0358,0.0,0.0,0.0,0.4305,0.04,0.0,0.0145,Al,S,29.9944,0.0
5.399,2.9,0,29.0324,15.1281,0.0,1.946,17.8315,0.1939,2.5873,0.6866,1.2702,0.0328,0.0816,0.0084,0.8025,0.0316,0.0484,0.0601,0.0904,0.0031,0.0336,0.2408,0.0373,0.0,0.0,Al,S,29.0324,0.0
5.499,2.9,0,29.9395,9.8178,0.0,1.9759,18.925,0.2171,1.9816,0.675,1.2515,0.007,0.062,0.018,0.5051,0.0176,0.046,0.0,0.0444,0.0432,0.0399,0.3309,0.0395,0.0,0.0008,Al,S,29.9395,0.0
5.599,2.9,0,13.5715,5.3311,0.0457,2.097,20.3462,0.2529,2.0797,0.8607,1.7104,0.018,0.1144,0.0329,0.5981,0.0639,0.0361,0.1106,0.1456,0.0189,0.0,0.3835,0.1047,0.0,0.0,Ca,Bi,20.3462,0.0
5.699,2.9,0,17.9718,0.0,0.0,2.4003,20.7714,0.2576,1.4943,0.9307,1.8209,0.2949,0.3279,0.0,1.7052,0.0738,0.0666,0.1438,0.0566,0.0852,0.0315,0.5358,0.308,0.0,0.0,Ca,Si,20.7714,0.0
5.799,2.9,0,25.1895,9.4832,0.0,2.5417,20.3979,0.2207,0.8355,0.8186,1.5387,0.1642,0.2055,0.0,0.615,0.0972,0.0882,0.0754,0.0226,0.0308,0.0,0.2007,0.1541,0.0,0.0056,Al,S,25.1895,0.0
5.899,2.9,0,25.2162,10.9711,0.0,2.7075,20.1809,0.246,0.6323,0.7937,1.5516,0.0056,0.0321,0.037,0.0132,0.0235,0.0,0.0419,0.1143,0.0,0.0302,0.2361,0.0175,0.0,0.0,Al,S,25.2162,0.0
5.999,2.9,0,22.8438,8.9671,0.0,2.7751,19.3921,0.2539,0.5501,0.852,1.6287,0.0144,0.0067,0.0082,0.0262,0.0204,0.0263,0.158,0.0899,0.0,0.0436,0.2493,0.0414,0.0,0.0,Al,S,22.8438,0.0
6.099,2.9,0,57.8466,9.2458,0.0,2.6231,18.8982,0.2315,0.3714,0.656,1.2338,0.0159,0.0,0.0227,0.0216,0.0301,0.0377,0.0734,0.036,0.0,0.0365,0.2735,0.0059,0.057,0.0,Al,S,57.8466,0.0
6.199,2.9,0,0.0,11.0357,0.0,2.6867,21.8378,0.2971,0.4946,1.1387,2.2258,0.0182,0.0,0.0161,0.0761,0.1015,0.065,0.1286,0.0,0.0,0.0,0.2008,0.0187,0.0,0.0,Ca,Al,21.8378,0.0
6.299,2.9,0,0.0,5.6212,0.0,2.3773,22.5043,0.385,0.4702,1.2989,2.4419,0.0,0.0087,0.0,0.0255,0.1064,0.0763,0.0786,0.129,0.0244,0.0,0.3755,0.0277,0.0,0.0,Ca,Al,22.5043,0.0
6.399,2.9,0,16.3158,9.9017,0.1196,2.1195,21.6201,0.2616,0.2573,0.907,1.5756,0.0109,0.0,0.0435,0.0084,0.0621,0.0778,0.0372,0.0491,0.0149,0.0,0.4052,0.0088,0.0,0.0,Ca,Cu,21.6201,0.0
6.499,2.9,0,10.9908,8.2541,0.0,1.9934,22.1863,0.3165,0.2595,0.9244,1.7256,0.0095,0.0,0.0,0.0086,0.1241,0.035,0.1814,0.0755,0.0286,0.0,0.1396,0.0354,0.0,0.0142,Ca,S,22.1863,0.0
6.599,2.9,0,22.8706,14.3937,0.0,2.1887,20.493,0.2467,0.1761,0.7782,1.3004,0.0,0.0,0.0,0.0,0.0301,0.0449,0.01,0.0494,0.0159,0.0,0.0,0.0367,0.0,0.0,Al,S,22.8706,0.0
6.699,2.9,0,10.9125,0.0,0.0,2.2678,20.6355,0.3044,0.2701,1.116,1.8519,0.0217,0.0,0.0287,0.0358,0.0144,0.0,0.0573,0.0,0.0,0.0,0.2482,0.026,0.0,0.0,Ca,Si,20.6355,0.0
6.799,2.9,0,13.8658,11.6525,0.0,2.5436,20.1621,0.2347,0.2317,0.8796,1.46,0.0282,0.0158,0.0166,0.0,0.1043,0.0083,0.0907,0.07,0.0059,0.052,0.276,0.0178,0.0,0.0,Ca,S,20.1621,0.0
6.899,2.9,0,9.1535,13.0066,0.0,2.4519,20.5495,0.2293,0.1675,0.9605,1.5511,0.0,0.0,0.0205,0.0272,0.0712,0.0649,0.1421,0.0475,0.0262,0.0566,0.1098,0.0031,0.0,0.0278,Ca,S,20.5495,0.0
6.999,2.9,0,20.0,10.6085,0.0,2.3143,21.2422,0.2411,0.1324,0.8916,1.4406,0.01,0.0,0.0109,0.0395,0.0404,0.0447,0.0867,0.0437,0.0,0.0639,0.2659,0.0152,0.0,0.0,Ca,S,21.2422,0.0
7.099,2.9,0,22.4416,10.5311,0.0,1.9497,20.8307,0.2284,0.1462,0.8214,1.4432,0.0088,0.0,0.0375,0.0323,0.0,0.0083,0.0523,0.0,0.0,0.0182,0.1449,0.0036,0.0028,0.0,Al,S,22.4416,0.0
7.199,2.9,0,35.6188,7.9489,0.0,2.2033,20.4319,0.1943,0.1339,0.8062,1.3594,0.0058,0.0056,0.0,0.0221,0.0274,0.0,0.1456,0.0591,0.0,0.0,0.1232,0.0047,0.0,0.0,Al,S,35.6188,0.0
7.299,2.9,0,6.6935,5.8053,0.0,2.2257,22.4249,0.2792,0.1685,1.1872,2.0047,0.0,0.0,0.0145,0.0317,0.0639,0.0501,0.1995,0.0,0.0685,0.0,0.1639,0.0105,0.0883,0.0056,Ca,S,22.4249,0.0
7.399,2.9,0,6.3985,7.9984,0.0,2.3328,22.5735,0.2709,0.1988,1.1204,1.863,0.0165,0.0,0.0207,0.0457,0.0709,0.0402,0.0222,0.0,0.0098,0.0,0.3144,0.0,0.0,0.0,Ca,S,22.5735,0.0
7.499,2.9,0,0.0,4.9129,0.0749,2.364,23.695,0.3277,0.1387,1.3205,2.127,0.0189,0.0,0.0,0.0,0.0172,0.1191,0.0788,0.088,0.0327,0.054,0.1387,0.0177,0.0,0.0288,Ca,Al,23.695,0.0
7.599,2.9,0,19.8971,10.4926,0.0,1.9541,22.0604,0.2411,0.1032,0.9004,1.3382,0.0157,0.0,0.0234,0.0125,0.061,0.0466,0.1403,0.0126,0.0187,0.0316,0.2268,0.021,0.0333,0.0055,Ca,S,22.0604,0.0
7.699,2.9,0,9.1698,8.5007,0.0,2.3129,22.5234,0.2643,0.1124,1.0808,1.6154,0.0439,0.0,0.038,0.0249,0.0896,0.0335,0.0774,0.0376,0.0,0.0,0.298,0.0188,0.0,0.0102,Ca,S,22.5234,0.0
7.799,2.9,0,26.6154,9.4402,0.0,2.1479,21.3289,0.2321,0.0971,0.8419,1.3417,0.0124,0.0,0.0362,0.0,0.0313,0.024,0.0275,0.0524,0.0,0.0,0.3625,0.0091,0.0,0.0,Al,S,26.6154,0.0
7.899,2.9,0,16.4619,8.8027,0.0,1.6589,21.1577,0.1861,0.0678,0.9544,1.349,0.008,0.016,0.0097,0.0284,0.0168,0.0403,0.0185,0.0,0.0522,0.1246,0.0,0.005,0.0,0.0,Ca,S,21.1577,0.0
0.0,3.0,0,13.9556,13.6602,0.1609,2.2847,18.3896,0.1992,0.0693,0.8144,1.5161,0.0317,0.0,0.0057,0.0402,0.0552,0.0,0.0836,0.0,0.0,0.026,0.5383,0.0121,0.0206,0.0,Ca,Cu,18.3896,0.0
0.1,3.0,0,15.1825,13.2922,0.0,2.1808,18.3885,0.205,0.0926,0.8982,1.5084,0.0085,0.0,0.0319,0.0591,0.03,0.045,0.1364,0.0,0.0478,0.0876,0.2224,0.0176,0.0,0.0003,Ca,S,18.3885,0.0
0.2,3.0,0,16.899,10.9743,0.0,2.3678,18.5903,0.2249,0.0644,0.8834,1.592,0.0096,0.0085,0.0245,0.0409,0.0158,0.0326,0.0338,0.0,0.0,0.0,0.2738,0.0033,0.0398,0.0076,Ca,S,18.5903,0.0
0.3,3.0,0,11.9609,7.5027,0.0,2.4372,19.1362,0.2734,0.1091,0.9973,1.8533,0.0,0.0052,0.0375,0.0,0.0583,0.0516,0.077,0.0,0.0378,0.0,0.174,0.0385,0.0373,0.0,Ca,S,19.1362,0.0
0.4,3.0,0,41.3278,8.0653,0.0,2.1529,17.307,0.2313,0.0642,0.7186,1.2864,0.0156,0.0083,0.0317,0.0,0.0687,0.0464,0.0607,0.01,0.0267,0.0245,0.2178,0.0135,0.0,0.0066,Al,S,41.3278,0.0
0.5,3.0,0,0.0,8.9611,0.0,2.1172,19.716,0.4382,0.1054,1.0867,2.158,0.0,0.0,0.0302,0.0301,0.0,0.0256,0.061,0.0611,0.0653,0.0,0.0,0.0135,0.0,0.0,Ca,Al,19.716,0.0
0.6,3.0,0,33.3731,7.5469,0.0,2.2445,18.7992,0.3022,0.0415,0.7856,1.3387,0.0,0.0036,0.0346,0.0,0.0206,0.0343,0.0966,0.0493,0.0406,0.0395,0.1136,0.005,0.0,0.0022,Al,S,33.3731,0.0
0.7,3.0,0,10.1159,6.2145,0.0,2.4247,20.2207,0.3163,0.0706,0.9761,1.7804,0.0,0.0,0.0,0.0,0.0992,0.0229,0.0601,0.0543,0.0221,0.0324,0.1648,0.0062,0.0456,0.0,Ca,S,20.2207,0.0
0.8,3.0,0,19.122,6.2568,0.0,2.1324,19.7473,0.3158,0.0238,0.9647,1.6428,0.0233,0.0136,0.0142,0.0112,0.0383,0.0201,0.09,0.0,0.0384,0.0434,0.6211,0.0075,0.0,0.0172,Ca,S,19.7473,0.0
0.9,3.0,0,34.5394,6.1536,0.1469,1.9705,19.3533,0.2623,0.0529,0.9212,1.4049,0.0213,0.0058,0.02,0.0,0.0,0.0,0.0737,0.0,0.0262,0.0,0.2527,0.007,0.0,0.0,Al,As,34.5394,0.0
1.0,3.0,0,5.2876,6.746,0.0,1.8621,21.3785,0.2582,0.0696,1.3128,2.0124,0.0,0.0,0.0192,0.0471,0.0186,0.0,0.1664,0.0,0.0,0.0579,0.0,0.0171,0.0,0.0,Ca,S,21.3785,0.0
1.1,3.0,0,16.5309,11.8985,0.0,2.0751,20.1698,0.2398,0.0713,0.973,1.5009,0.0,0.0043,0.0,0.0226,0.0628,0.0563,0.0986,0.0,0.0,0.0733,0.0,0.0168,0.0,0.0,Ca,S,20.1698,0.0
1.2,3.0,0,17.166,10.619,0.0,2.0182,19.4426,0.2927,0.0555,0.9305,1.4834,0.0,0.0,0.043,0.0,0.0467,0.0488,0.0187,0.0801,0.0226,0.1076,0.2412,0.0178,0.0,0.0,Ca,S,19.4426,0.0
1.3,3.0,0,37.3976,12.5108,0.0,2.1426,19.8157,0.2132,0.0433,0.7638,1.186,0.0029,0.0,0.0205,0.0223,0.0346,0.0445,0.0,0.0416,0.0,0.0384,0.0461,0.0081,0.0,0.0,Al,S,37.3976,0.0
1.4,3.0,0,22.9263,11.6494,0.0,2.2125,21.089,0.1898,0.0411,0.9063,1.3075,0.0,0.0,0.0246,0.0,0.0354,0.0254,0.032,0.0259,0.0115,0.0,0.2766,0.0129,0.0,0.0,Al,S,22.9263,0.0
1.5,3.0,0,0.0,4.4474,0.0,2.1641,22.8956,0.3065,0.096,1.3109,2.1289,0.0413,0.0162,0.0091,0.0333,0.0212,0.0432,0.0806,0.0594,0.0,0.0431,0.2148,0.0142,0.0,0.0203,Ca,Al,22.8956,0.0
1.6,3.0,0,17.1151,5.5976,0.0,1.9927,20.7538,0.2206,0.0458,0.933,1.7005,0.0,0.0,0.0214,0.0281,0.1297,0.0937,0.1434,0.0,0.0,0.0,0.3261,0.0058,0.0,0.0028,Ca,S,20.7538,0.0
1.7,3.0,0,17.3592,6.7297,0.0,2.5171,19.5517,0.2026,0.0579,0.9221,1.7395,0.0,0.0,0.0153,0.0283,0.1301,0.0789,0.0876,0.0237,0.0231,0.0,0.2002,0.0092,0.0596,0.0,Ca,S,19.5517,0.0
1.8,3.0,0,0.4959,8.9993,0.0,2.309,20.2439,0.3153,0.0754,1.1457,2.0822,0.0101,0.0,0.0421,0.0,0.0963,0.0889,0.0648,0.0424,0.0174,0.0,0.1944,0.0257,0.0,0.0165,Ca,S,20.2439,0.0
1.9,3.0,0,1.6342,4.0726,0.0,2.3794,21.1315,0.3336,0.0726,1.3148,2.2238,0.0,0.0,0.0107,0.0542,0.0693,0.0,0.1771,0.0299,0.1242,0.0,0.0,0.0221,0.0728,0.0,Ca,S,21.1315,0.0
2.0,3.0,0,22.5637,4.0634,0.0,2.038,20.3302,0.3005,0.0671,0.9549,1.4124,0.0,0.0,0.0178,0.0221,0.0619,0.0765,0.1201,0.0,0.0192,0.035,0.2531,0.0,0.0861,0.0138,Al,S,22.5637,0.0
2.1,3.0,0,0.0,10.7135,0.0,2.0475,21.1982,0.4398,0.0872,1.1794,1.7879,0.0,0.0,0.0211,0.0227,0.0695,0.0351,0.1275,0.0,0.0,0.0,0.2987,0.0011,0.0,0.0,Ca,Al,21.1982,0.0
2.2,3.0,0,24.312,6.9008,0.0,2.0074,18.9269,0.3533,0.0425,0.8587,1.2719,0.0,0.0,0.0054,0.0435,0.0448,0.0695,0.0417,0.0,0.0,0.0609,0.3063,0.0036,0.0,0.0279,Al,S,24.312,0.0
2.3,3.0,0,42.3325,8.3969,0.0,2.1182,19.1881,0.2806,0.0659,0.7123,1.1317,0.0,0.0,0.0179,0.0279,0.0247,0.0548,0.0656,0.0,0.0191,0.0,0.0738,0.0172,0.0,0.0,Al,S,42.3325,0.0
2.4,3.0,0,0.0,7.1139,0.0,2.1844,22.1156,0.5306,0.0622,1.2797,2.0992,0.0216,0.0,0.0371,0.0084,0.0875,0.0738,0.1603,0.0725,0.0246,0.0,0.3988,0.0176,0.0,0.0436,Ca,Al,22.1156,0.0
2.5,3.0,0,42.5925,6.5589,0.0,1.9708,19.1849,0.3028,0.0475,0.7611,1.1223,0.0061,0.0,0.0235,0.0063,0.0036,0.0606,0.0302,0.0,0.0102,0.0289,0.225,0.0162,0.0,0.1028,Al,S,42.5925,0.0
2.6,3.0,0,1.2623,9.2536,0.0109,2.0171,21.372,0.4055,0.1073,1.1778,1.9059,0.0,0.0086,0.0136,0.0386,0.0206,0.0147,0.0525,0.0318,0.0,0.0,0.0,0.0264,0.0,0.0643,Ca,Ni,21.372,0.0
2.7,3.0,0,0.0,5.635,0.0874,1.8432,22.801,0.3108,0.1016,1.3091,2.1919,0.0149,0.0,0.0093,0.0249,0.0565,0.0862,0.1811,0.1003,0.0,0.0627,0.4661,0.018,0.0,0.0,Ca,Al,22.801,0.0
2.8,3.0,0,0.0,3.67,0.0,1.8496,24.1407,0.3851,0.0894,1.3318,2.1803,0.0,0.0,0.0512,0.0176,0.0755,0.0542,0.1119,0.0193,0.0304,0.0466,0.1772,0.0095,0.0773,0.0,Ca,Al,24.1407,0.0
2.9,3.0,0,0.0,5.1157,0.0,1.6267,24.5772,0.3244,0.0867,1.3376,1.9622,0.0,0.0,0.0239,0.0,0.0946,0.0,0.2057,0.0529,0.0285,0.0,0.3427,0.0164,0.0,0.0196,Ca,Al,24.5772,0.0
3.0,3.0,0,12.6649,6.7736,0.0,1.7087,22.3727,0.2758,0.0946,0.9972,1.3956,0.0197,0.0,0.034,0.0,0.0774,0.057,0.0734,0.0631,0.0153,0.0367,0.4342,0.0206,0.0,0.0,Ca,S,22.3727,0.0
3.1,3.0,0,15.1393,15.4084,0.0,1.5462,22.1601,0.1925,0.0645,0.8473,1.0772,0.0125,0.0,0.0322,0.017,0.0233,0.0872,0.028,0.0191,0.0425,0.0204,0.1487,0.0191,0.0,0.0,Ca,S,22.1601,0.0
3.2,3.0,0,21.9967,6.4003,0.0,1.3939,23.9267,0.1479,0.0644,0.8665,1.0172,0.0,0.0,0.0156,0.0,0.0459,0.069,0.0094,0.0,0.0162,0.0884,0.0474,0.007,0.0,0.0,Ca,S,23.9267,0.0
3.3,3.0,0,21.8419,11.5791,0.1068,1.3954,25.1033,0.1386,0.0657,0.9677,0.9888,0.0072,0.0,0.0,0.007,0.0,0.0205,0.0314,0.0,0.0223,0.0632,0.1951,0.0148,0.0,0.0,Ca,Cu,25.1033,0.0
3.4,3.0,0,0.0,6.6374,0.0,1.5364,26.448,0.2867,0.1195,1.358,1.595,0.0105,0.0121,0.0329,0.0471,0.0271,0.208,0.0213,0.041,0.0168,0.0677,0.2262,0.0318,0.0,0.0,Ca,Al,26.448,0.0
3.499,3.0,0,25.9421,7.3772,0.0,1.5459,24.3138,0.1928,0.1325,0.8599,1.0841,0.0092,0.0,0.0122,0.0055,0.0397,0.1079,0.1528,0.0757,0.0077,0.0,0.3667,0.0165,0.0,0.0283,Al,S,25.9421,0.0
3.599,3.0,0,27.6311,2.4101,0.0,1.6066,24.4184,0.1993,0.0848,0.8129,1.0278,0.0,0.0,0.0,0.0,0.0689,0.0409,0.0668,0.0,0.0119,0.0,0.2173,0.0124,0.0186,0.0,Al,S,27.6311,0.0
3.699,3.0,0,7.3136,2.761,0.0,1.4373,26.5704,0.2652,0.1893,1.0351,1.3895,0.0153,0.0189,0.0333,0.0153,0.0704,0.1477,0.0273,0.0496,0.0,0.0484,0.3405,0.0297,0.0,0.0,Ca,S,26.5704,0.0
3.799,3.0,0,38.205,3.821,0.0,1.4604,23.4465,0.1648,0.2019,0.7493,1.0577,0.017,0.0118,0.0211,0.0679,0.0456,0.088,0.0428,0.0,0.0507,0.0563,0.2669,0.0233,0.0,0.0,Al,S,38.205,0.0
3.899,3.0,0,34.0975,10.0627,0.0,2.0959,20.9329,0.1707,0.4036,0.7454,1.2488,0.0035,0.0148,0.008,0.0325,0.0525,0.024,0.0638,0.0,0.0235,0.0119,0.0368,0.0184,0.0158,0.0099,Al,S,34.0975,0.0
3.999,3.0,0,11.0984,5.8356,0.1612,2.3343,20.3963,0.249,0.953,1.0294,1.7515,0.0095,0.0622,0.0303,0.2107,0.0592,0.0451,0.0398,0.0,0.0411,0.0,0.241,0.0497,0.0,0.0,Ca,Pb,20.3963,0.0
4.099,3.0,0,11.6148,11.1215,0.0,2.326,19.6963,0.2436,1.1852,0.8502,1.7834,0.0346,0.0917,0.0443,0.5118,0.0396,0.0499,0.0987,0.051,0.0106,0.0665,0.4932,0.0812,0.0035,0.0,Ca,S,19.6963,0.0
4.199,3.0,0,42.7771,13.3706,0.0,2.115,17.5209,0.2403,1.0592,0.6067,1.4508,0.0286,0.0874,0.0363,0.521,0.0469,0.0471,0.0479,0.0525,0.0256,0.0421,0.1043,0.0478,0.0,0.032,Al,S,42.7771,0.0
4.299,3.0,0,17.5267,11.8206,0.1203,1.9325,17.6364,0.2813,1.2245,0.7436,1.4276,0.0061,0.0693,0.0154,0.586,0.0105,0.0613,0.0611,0.1143,0.0,0.0,0.2423,0.0554,0.0,0.0556,Ca,Rb,17.6364,0.0
4.399,3.0,0,11.8975,10.1102,0.0,1.6154,16.7405,0.2214,1.6213,0.8236,1.4053,0.0175,0.0624,0.0187,0.7017,0.0308,0.1207,0.0745,0.1109,0.005,0.0,0.7398,0.0454,0.0,0.0,Ca,S,16.7405,0.0
4.499,3.0,0,8.7964,16.4665,0.0,1.5838,17.2333,0.1954,2.1225,0.9778,1.3853,0.0165,0.0373,0.0403,0.8064,0.0403,0.0279,0.1509,0.0807,0.0321,0.0191,0.1612,0.0488,0.0,0.0521,Ca,S,17.2333,0.0
4.599,3.0,0,3.1557,6.6649,0.0324,1.7999,19.0656,0.2514,3.0278,1.0389,2.0586,0.0207,0.0675,0.0291,1.0695,0.1033,0.0687,0.107,0.1996,0.0662,0.0,0.4664,0.0449,0.0,0.0293,Ca,Bi,19.0656,0.0
4.699,3.0,0,39.6441,5.4239,0.1318,2.1438,17.3876,0.1934,1.8057,0.6292,1.4753,0.0238,0.032,0.0437,0.5612,0.0392,0.0383,0.0865,0.0313,0.0112,0.0,0.0985,0.0312,0.0,0.0256,Al,Bi,39.6441,0.0
4.799,3.0,0,38.0997,4.8564,0.0,1.8119,16.7442,0.312,1.485,0.6006,1.4278,0.0106,0.0295,0.0151,0.588,0.0251,0.0441,0.0527,0.0,0.0373,0.0,0.0,0.0258,0.0,0.0391,Al,S,38.0997,0.0
4.899,3.0,0,28.6735,10.1758,0.0,1.6468,17.0503,0.3726,1.4906,0.6376,1.1655,0.0095,0.0311,0.0394,0.6111,0.0316,0.0741,0.1051,0.0,0.0,0.064,0.1979,0.0398,0.0,0.0134,Al,S,28.6735,0.0
4.999,3.0,0,14.5736,4.568,0.0,1.7612,18.1401,0.4472,1.6715,0.7363,1.4072,0.0113,0.0261,0.0,0.7675,0.1082,0.0153,0.1932,0.0848,0.0238,0.0,0.5542,0.0432,0.0,0.0366,Ca,S,18.1401,0.0
5.099,3.0,0,23.907,8.1084,0.0,1.8781,18.9645,0.2303,1.4821,0.7247,1.4197,0.0,0.0232,0.0119,0.6269,0.02,0.1176,0.139,0.0773,0.026,0.0589,0.096,0.0346,0.0,0.0042,Al,S,23.907,0.0
5.199,3.0,0,0.0,13.9265,0.0,1.9473,19.3864,0.2079,2.0017,0.8649,1.81,0.0299,0.0372,0.0336,0.9558,0.0745,0.0669,0.1092,0.081,0.047,0.0458,0.1807,0.0599,0.0691,0.0,Ca,Al,19.3864,0.0
5.299,3.0,0,8.0139,11.1357,0.0,1.8389,18.7189,0.2092,2.5922,0.7459,1.6869,0.0133,0.0541,0.0369,0.9203,0.0852,0.0571,0.0734,0.086,0.0109,0.0,0.3073,0.0619,0.0,0.0,Ca,S,18.7189,0.0
5.399,3.0,0,0.0,9.6015,0.0198,1.9421,20.5695,0.2578,3.1771,0.9604,1.9187,0.0455,0.1082,0.0173,1.1861,0.0141,0.1549,0.0364,0.0897,0.0789,0.0724,0.5395,0.0463,0.0,0.0,Ca,Al,20.5695,0.0
5.499,3.0,0,3.0392,5.4002,0.0,1.797,19.8726,0.2511,2.9425,0.9311,1.9589,0.0137,0.0854,0.0354,1.2741,0.1415,0.1198,0.1018,0.028,0.0495,0.0,0.2757,0.0748,0.0,0.033,Ca,S,19.8726,0.0
5.599,3.0,0,0.0,5.4323,0.1936,2.1219,20.6549,0.2529,3.2555,1.0234,2.2426,0.0212,0.1086,0.034,1.1368,0.0497,0.0673,0.0,0.1872,0.0,0.0478,0.5745,0.1038,0.0,0.031,Ca,Al,20.6549,0.0
5.699,3.0,0,18.912,7.063,0.0,2.242,19.9838,0.1979,1.9605,0.8163,1.5296,0.1452,0.21,0.0,1.109,0.0351,0.0678,0.1474,0.0761,0.0291,0.0563,0.3197,0.1637,0.0,0.0028,Ca,S,19.9838,0.0
5.799,3.0,0,35.1323,7.3711,0.0,2.3989,20.509,0.1697,1.1866,0.6813,1.3124,0.1169,0.1571,0.0,0.419,0.036,0.048,0.0649,0.0604,0.0,0.0,0.0432,0.1138,0.0,0.0,Al,S,35.1323,0.0
5.899,3.0,0,0.0,9.2845,0.0,2.6263,22.0628,0.2658,1.2645,1.1772,2.2307,0.0156,0.0431,0.0382,0.1096,0.0193,0.0189,0.0884,0.1029,0.022,0.033,0.5302,0.0496,0.0,0.0,Ca,Al,22.0628,0.0
5.999,3.0,0,55.3876,7.9039,0.0,2.7052,18.3357,0.1924,0.5696,0.6855,1.3262,0.0074,0.0173,0.01,0.0335,0.0,0.0159,0.0448,0.0437,0.0,0.0162,0.0558,0.017,0.0,0.0029,Al,S,55.3876,0.0
6.099,3.0,0,17.325,8.6581,0.0,2.5874,19.7833,0.3271,0.5323,0.8358,1.6509,0.0042,0.0219,0.0,0.0,0.0169,0.0417,0.0243,0.0499,0.0124,0.0603,0.1762,0.0088,0.0106,0.0089,Ca,S,19.7833,0.0
6.199,3.0,0,10.7578,7.0373,0.0,2.4109,20.1669,0.4844,0.4675,0.9564,2.0895,0.0103,0.0269,0.0,0.0281,0.0081,0.1053,0.0692,0.0872,0.0241,0.0,0.3329,0.0218,0.0,0.0,Ca,S,20.1669,0.0
6.299,3.0,0,65.7606,14.2579,0.0789,2.3815,19.5041,0.2423,0.2479,0.625,1.1549,0.0,0.0035,0.006,0.0182,0.0276,0.051,0.0254,0.0166,0.0266,0.0,0.2579,0.0217,0.0,0.0,Al,Ni,65.7606,0.0
6.399,3.0,0,36.1666,9.3086,0.0186,1.989,22.09,0.1806,0.2174,0.7644,1.105,0.0,0.0012,0.0056,0.0262,0.0042,0.0569,0.0336,0.0,0.0435,0.0222,0.2568,0.0,0.0,0.0503,Al,Ni,36.1666,0.0
6.499,3.0,0,0.0,12.0102,0.0,1.8716,24.4813,0.2836,0.2761,1.1452,1.724,0.0174,0.0245,0.0236,0.0674,0.0579,0.0485,0.0644,0.0337,0.0352,0.059,0.3529,0.0365,0.0,0.0055,Ca,Al,24.4813,0.0
6.599,3.0,0,2.9139,2.9611,0.0,1.9054,22.7798,0.2959,0.2964,1.2957,2.0125,0.0,0.0,0.0347,0.0342,0.1773,0.0,0.1401,0.0834,0.0,0.0,0.0,0.0298,0.0,0.0,Ca,S,22.7798,0.0
6.699,3.0,0,4.5965,12.0343,0.0,2.5501,21.7704,0.3091,0.239,1.0641,1.8274,0.0178,0.0,0.0166,0.0192,0.0526,0.0141,0.0615,0.0,0.055,0.0452,0.1838,0.0205,0.0,0.0,Ca,S,21.7704,0.0
6.799,3.0,0,28.5998,7.8553,0.0,2.6104,19.6097,0.2071,0.189,0.8414,1.4769,0.0,0.0,0.0545,0.0099,0.0104,0.0341,0.0567,0.0,0.0,0.0603,0.0513,0.0033,0.0,0.0,Al,S,28.5998,0.0
6.899,3.0,0,32.029,7.5794,0.0,2.0571,20.3569,0.1693,0.1778,0.751,1.407,0.0069,0.0103,0.0322,0.0255,0.0,0.0155,0.0415,0.0,0.0183,0.0365,0.0,0.0352,0.0035,0.0013,Al,S,32.029,0.0
6.999,3.0,0,6.661,9.2376,0.0,2.0928,22.1649,0.2313,0.1726,0.9989,1.8218,0.0,0.0,0.052,0.0314,0.047,0.0807,0.0514,0.0349,0.0256,0.0745,0.219,0.0255,0.0497,0.0,Ca,S,22.1649,0.0
7.099,3.0,0,31.9764,5.661,0.0,2.2212,20.4944,0.2058,0.1651,0.7977,1.4563,0.01,0.0,0.0307,0.0191,0.0226,0.0,0.1194,0.0,0.0,0.0287,0.2424,0.0099,0.0013,0.0,Al,S,31.9764,0.0
7.199,3.0,0,35.8826,10.4828,0.0,2.5171,20.0386,0.184,0.1329,0.7094,1.3852,0.0128,0.008,0.0202,0.03,0.0313,0.0335,0.0446,0.0,0.059,0.0235,0.1991,0.0149,0.0,0.0,Al,S,35.8826,0.0
7.299,3.0,0,25.3643,10.0736,0.0,2.3634,20.6582,0.1866,0.1609,0.8586,1.4626,0.0077,0.0,0.0155,0.0152,0.0509,0.0454,0.081,0.048,0.0,0.0183,0.2559,0.0128,0.0,0.0015,Al,S,25.3643,0.0
7.399,3.0,0,14.4627,3.8948,0.0,2.2324,21.7002,0.21,0.1411,1.0486,1.7173,0.0094,0.0,0.0191,0.0,0.0991,0.0723,0.0881,0.0942,0.019,0.0,0.0,0.0103,0.0196,0.0382,Ca,S,21.7002,0.0
